dranghek,dranghekken
onderwijssysteem,onderwijssystemen
vrachtwagenchauffeur,vrachtwagenchauffeurs
sprinkhaan,sprinkhanen
excuus,excuses
ziekenwagen,ziekenwagens
doodgewoon,doodgewoner
quotiënt,quotiënten
quotiënt,quotiËnt
Israëlisch,israëlisch
Israëlisch,israËlische
instructieboek,instructieboeken
wijdlopig,wijdlopiger
lacune,lacunes
Surinaamse,surinaamsen
doorzetster,doorzetsters
verkrijgen,verkrijg
verkrijgen,verkrijgend
verkrijgen,verkrijgt
verkrijgen,verkregen
verkrijgen,verkreeg
geleerdheid,geleerdheden
lakschoen,lakschoenen
kriterium,kriteria
institutionaliseren,institutionaliseert
institutionaliseren,institutionaliseer
institutionaliseren,institutionaliseerden
institutionaliseren,geÏnstitutionaliseerd
institutionaliseren,geïnstitutionaliseerd
institutionaliseren,institutionaliseerde
institutionaliseren,institutionaliserend
institutionaliseren,institutionaliserende
begiftigen,begiftig
begiftigen,begiftigd
begiftigen,begiftigende
begiftigen,begiftigend
begiftigen,begiftigt
toast,toasts
onkwetsbaar,onkwetsbaarder
nijdig,nijdigst
nijdig,nijdigste
nijdig,nijdiger
heilssoldaat,heilssoldaten
winstpunt,winstpunten
fiatteren,fiatteert
fiatteren,fiatterende
fiatteren,gefiatteerd
fiatteren,fiatteerde
fiatteren,fiatteerden
fiatteren,gefiatteerde
fiatteren,fiatteer
boekwerk,boekwerken
orgeldraaier,orgeldraaiers
uitlikken,uitlik
uitlikken,uitlikt
uitlikken,uitlikkend
uitlikken,uitlikte
uitlikken,uitlikten
uitlikken,uitgelikt
verffabriek,verffabrieken
aspirant|aspirante,aspiranten
paashaas,paashazen
garagebedrijf,garagebedrijven
voorzitterschap,voorzitterschappen
conservator,conservatoren
conservator,conservators
jongerencentrum,jongerencentra
jongerencentrum,jongerencentrums
ordonneren,ordonneer
ordonneren,ordonneert
ordonneren,geordonneerd
ordonneren,ordonneerde
ordonneren,ordonnerend
ordonneren,ordonneerden
afvalproduct,afvalproducten
tafelen,tafelend
tafelen,tafelde
tafelen,tafelden
tafelen,tafelende
tafelen,getafeld
tafelen,tafelt
verheugend,verheugender
verheugend,verheugendste
verheugend,verheugendere
onbeweeglijk,onbeweeglijker
waterput,waterputten
humanist,humanisten
steak,steaks
reaktor,reaktoren
reaktor,reaktors
verzekeren,verzeker
verzekeren,verzekert
verzekeren,verzekerend
bonken,bonkend
bonken,bonkt
bonken,bonkte
bonken,bonkten
bonken,gebonkt
stierennek,stierennekken
waarderen,waardeerde
waarderen,waarderend
waarderen,waardeer
waarderen,gewaardeerd
waarderen,waardeert
waarderen,waardeerden
moppie,moppies
Nauplion,nauplion
sjoelen,sjoelend
sjoelen,sjoelde
sjoelen,gesjoeld
sjoelen,sjoelt
sjoelen,sjoelden
sneeuwklokje,sneeuwklokjes
schuilhoek,schuilhoeken
terrine,terrines
klepel,klepeltje
klepel,klepeltjes
klepel,klepels
soep,soepje
soep,soepen
soep,soeps
Waldajhoogte,waldajhoogte
pedicure,pedicures
biet,bieten
rustgevend,rustgevender
rustgevend,rustgevendere
rustgevend,rustgevendste
fladderen,fladderde
fladderen,fladderend
fladderen,gefladderd
fladderen,fladdert
fladderen,fladderden
fladderen,gefladderde
fladderen,fladder
bier,bieren
bies,biesjes
bies,biesje
transportmiddel,transportmiddelen
milieuramp,milieurampen
vijzel,vijzeltjes
vijzel,vijzels
vijzel,vijzeltje
medicus,medici
platmaken,platgemaakt
platmaken,platmakend
platmaken,platmaakt
Iraki,iraki
stamgenoot,stamgenoten
zalven,zalfde
zalven,zalfden
zalven,gezalfd
zalven,zalft
inspecteren,inspecteerde
inspecteren,geïnspecteerd
inspecteren,inspecteer
inspecteren,inspecterend
inspecteren,inspecteerden
inspecteren,inspecteert
controversieel,controversieelst
controversieel,controversiëler
verdraagzaam,verdraagzaamst
verdraagzaam,verdraagzamer
verdraagzaam,verdraagzaamste
verdraagzaam,verdraagzamere
RVA,rva
vouwdak,vouwdaken
wallekant,wallekanten
auteur,auteurs
suikerzoet,suikerzoetste
vereveningsbijdrage,vereveningsbijdragen
toveren,getoverd
toveren,toverden
toveren,tovert
toveren,toverde
toveren,tover
toveren,toverend
aanvulling,aanvullingen
oosterling,oosterlingen
doeleinde,doeleinden
groentetuin,groentetuinen
geheimschrift,geheimschriften
berging,bergingen
beduimelen,beduimelt
beduimelen,beduimel
sterkte,sterktes
gekkigheid,gekkigheden
terugnemen,teruggenomen
terugnemen,terugneem
terugnemen,terugnamen
terugnemen,terugnemende
terugnemen,terugnemend
terugnemen,terugnam
terugnemen,terugneemt
beleidsorgaan,beleidsorganen
soloplaat,soloplaten
spreekkamer,spreekkamers
samengaan,samenga
samengaan,samengingen
samengaan,samenging
samengaan,samengegaan
samengaan,samengaand
samengaan,samengegane
samengaan,samengaat
ganzenvoet,ganzenvoeten
stukgaan,stukging
stukgaan,stukgegane
stukgaan,stukgaand
stukgaan,stukgaat
stukgaan,stukgingen
stukgaan,stukga
stukgaan,stukgegaan
ETA,eta
explosiemotor,explosiemotoren
explosiemotor,explosiemotors
recruut,recruten
revenu,revenuen
offerande,offeranden
offerande,offerandes
contributie,contributies
moslimfundamentalist,moslimfundamentalisten
dresseren,dresseert
dresseren,gedresseerd
dresseren,dresseerde
dresseren,dresseerden
dresseren,dresserend
dresseren,dresseer
deodorant,deodorantia
deodorant,deodoranten
deodorant,deodorants
forceren,forceerde
forceren,forceer
forceren,forcerend
forceren,forceert
forceren,forceerden
giebel,giebeltje
giebel,giebeltjes
giebel,giebels
topklasse,topklassen
catering,caterings
vrezen,vreest
vrezen,vreesden
vrezen,vrezend
vrezen,vreesde
thermosfles,thermosflessen
machtsdrager,machtsdragers
vertrouwenscommissie,vertrouwenscommissies
waterverf,waterverven
veewagen,veewagens
lijkwagen,lijkwagens
aardappel,aardappelen
aardappel,aardappels
afkappen,afkappende
afkappen,afkapten
afkappen,afkappend
afkappen,afgekapt
afkappen,afkapte
afkappen,afkap
afkappen,afkapt
sticker,stickers
recreatiegebied,recreatiegebieden
verstrakken,verstrak
verstrakken,verstrakt
verstrakken,verstrakkend
verstrakken,verstrakten
onderwijstaak,onderwijstaken
onderwerpszin,onderwerpszinnen
stins,stinsen
ontsieren,ontsier
ontsieren,ontsierd
ontsieren,ontsierend
ontsieren,ontsierden
ontsieren,ontsiert
strijdlustig,strijdlustigst
strijdlustig,strijdlustiger
strijdlustig,strijdlustigere
boekentas,boekentassen
vraatzuchtig,vraatzuchtiger
vraatzuchtig,vraatzuchtigere
principeakkoord,principeakkoorden
uitsluiting,uitsluitingen
consulair,consulaire
redaktievergadering,redaktievergaderingen
overtrekken,overgetrokken
overtrekken,overtrok
overtrekken,overtrekt
overtrekken,overtrokken
overtrekken,overtrekkend
nis,nissen
amateuristisch,amateuristischere
amateuristisch,amateuristischer
inhakken,inhakte
inhakken,inhak
inhakken,inhakt
inhakken,ingehakt
inhakken,inhakten
inhakken,inhakkend
stand-in,stand-ins
verheerlijken,verheerlijk
verheerlijken,verheerlijkend
verheerlijken,verheerlijkten
verheerlijken,verheerlijkt
attenderen,attendeer
attenderen,attenderend
attenderen,attendeerden
attenderen,attendeerde
attenderen,geattendeerde
attenderen,attendeert
attenderen,geattendeerd
mamma,mammae
beweegbaar,beweegbaarder
lecithine,lecithinen
bolus,bolussen
landbouworganisatie,landbouworganisaties
verzetsgroep,verzetsgroepen
loodgehalte,loodgehaltes
loodgehalte,loodgehalten
losgaan,losging
losgaan,losgegane
losgaan,losgaande
losgaan,losgegaan
losgaan,losga
losgaan,losgaand
losgaan,losgaat
losgaan,losgingen
delegeren,delegeerden
delegeren,delegeer
delegeren,delegeerde
delegeren,gedelegeerd
delegeren,delegeert
delegeren,delegerend
rolstoel,rolstoelen
hooggeëerd,hooggeËerd
oud-burgemeester,oud-burgemeesters
geweldsmisdrijf,geweldsmisdrijven
subsidieaanvraag,subsidieaanvragen
maaimachine,maaimachines
bestelling,bestellinkjes
bestelling,bestellinkje
bestelling,bestellingen
cirkelvormig,cirkelvormiger
vlerk,vlerken
Hongkongs,hongkongs
Aaks,aaks
begrafenisstoet,begrafenisstoeten
veilingmeester,veilingmeesters
zeeziek,zeezieker
plons,plonsen
plons,plonsjes
reddingspoging,reddingspogingen
vakbondslid,vakbondsleden
rechtsbuiten,rechtsbuitens
nutsbedrijf,nutsbedrijven
tranen,tranend
tranen,traanden
tranen,traande
tranen,getraand
tranen,traant
scheepshond,scheepshonden
pocketwoordenboek,pocketwoordenboeken
traumahelikopter,traumahelikopters
startgeld,startgelden
klappertanden,geklappertand
klappertanden,klappertandt
klappertanden,klappertand
klappertanden,klappertandde
klappertanden,klappertandend
klappertanden,klappertandden
aanstekelijk,aanstekelijkst
aanstekelijk,aanstekelijker
aanstekelijk,aanstekelijkere
abonneenummer,abonneenummers
plakkerig,plakkerigst
plakkerig,plakkerigere
plakkerig,plakkeriger
seinpaal,seinpalen
krimpen,gekrompen
krimpen,krimpend
krimpen,krimpt
krimpen,kromp
krimpen,krompen
postrekening,postrekeningen
afschieten,afschietend
afschieten,afschoten
afschieten,afschiet
afschieten,afgeschoten
afschieten,afschoot
japon,japonnetjes
japon,japonnetje
japon,japonnen
boteren,geboterd
boteren,boterden
boteren,boterde
boteren,botert
moeras,moerassen
beleggen,belegd
beleggen,beleggend
beleggen,belegt
beleggen,belegden
woningbouwplan,woningbouwplannen
aanbevelenswaardig,aanbevelenswaardiger
aanbevelenswaardig,aanbevelenswaardigst
operazanger,operazangers
bedevaart,bedevaarten
belegger,beleggers
inspiratie,inspiraties
fatsoensregel,fatsoensregels
seminarie,seminaries
spanningzoeker,spanningzoekers
marktleider,marktleiders
substituut,substituten
zuipschuit,zuipschuiten
bokken,bokt
bokken,bokte
bokken,bokten
bokken,gebokt
bokken,bokkend
inschuiven,ingeschoven
inschuiven,inschuif
inschuiven,inschuivend
inschuiven,inschoven
inschuiven,inschoof
inschuiven,inschuift
onpasselijk,onpasselijker
bevoorradingsschip,bevoorradingsschepen
vluchtheuvel,vluchtheuvels
systeemanalist,systeemanalisten
trajekt,trajekten
spierkramp,spierkrampen
pediater,pediaters
telegrafist,telegrafisten
ponton,pontonnetje
ponton,pontons
ponton,pontonnetjes
rouwig,rouwiger
rouwig,rouwige
horizon,horizons
horizon,horizonnen
speeltijd,speeltijden
zakmes,zakmessen
masseren,masseert
masseren,gemasseerd
masseren,masserend
masseren,masseer
masseren,masseerde
masseren,masseerden
Malé,malé
remplaçant,remplaçanten
remplaçant,remplaÇant
aanwas,aanwassen
potentaat,potentaten
aanpoten,aangepoot
aanpoten,aanpoot
aanpoten,aangepote
beroepsgeheim,beroepsgeheimen
kwaadsprekerij,kwaadsprekerijen
skileraar,skileraars
skileraar,skileraren
verdorvenheid,verdorvenheden
soebatten,gesoebat
soebatten,soebattende
soebatten,soebattend
soebatten,soebatte
soebatten,soebat
bagatel,bagatellen
bagatel,bagatelletje
bagatel,bagatelletjes
wantrouwen,wantrouwden
wantrouwen,wantrouwde
wantrouwen,wantrouw
wantrouwen,wantrouwt
wantrouwen,gewantrouwd
binnenstormen,binnenstormden
binnenstormen,binnenstormt
binnenstormen,binnenstormde
binnenstormen,binnenstormend
binnenstormen,binnengestormd
binnenstormen,binnenstorm
binnenstormen,binnengestormde
continubedrijf,continubedrijven
dichtbundel,dichtbundels
Cypriotisch,cypriotisch
soapserie,soapseries
schijnbeweging,schijnbewegingen
peninsula,peninsulae
Wolga,wolga
afdeling,afdelingen
afdeling,afdelinkje
afdeling,afdelinkjes
breekpunt,breekpunten
streepjescode,streepjescodes
jaartelling,jaartellingen
destructief,destructievere
destructief,destructiever
Australische,australischen
opzwepen,opzweepte
opzwepen,opzweept
opzwepen,opzweepten
opzwepen,opzwepend
opzwepen,opzweep
opzwepen,opgezweept
seigneur,seigneurs
Vesuvius,vesuvius
expresse,expresses
kademuur,kademuren
vertrappen,vertrap
vertrappen,vertrapten
vertrappen,vertrapt
vertrappen,vertrappend
zelfgenoegzaam,zelfgenoegzaamste
zelfgenoegzaam,zelfgenoegzamer
rouwkamer,rouwkamers
valscherm,valschermen
leenman,leenmannen
kernoorlog,kernoorlogen
snaak,snaken
opmaken,opmaakte
opmaken,opmaakten
opmaken,opmakend
opmaken,opmaakt
snaar,snaartje
snaar,snaren
snaar,snaartjes
Eritrea,eritrea
holding,holdings
nachtspiegel,nachtspiegels
schoonzus,schoonzussen
toeschrijven,toeschreven
toeschrijven,toeschrijf
toeschrijven,toegeschreven
toeschrijven,toeschrijvend
toeschrijven,toeschrijft
toeschrijven,toeschreef
schooljongen,schooljongens
ijspegel,ijspegels
ontvreemden,ontvreemd
ontvreemden,ontvreemdden
ontvreemden,ontvreemdde
ontvreemden,ontvreemdend
ontvreemden,ontvreemdt
deelverzameling,deelverzamelingen
scoren,scoorde
scoren,scoorden
scoren,scorend
scoren,scoort
scoren,scoor
scoren,gescoord
aangenaam,aangenaamst
aangenaam,aangenamer
prinsjesdag,prinsjesdagen
stuurman,stuurlieden
stuurman,stuurlui
afpoeieren,afgepoeierd
afpoeieren,afpoeierden
afpoeieren,afpoeier
afpoeieren,afpoeierde
afpoeieren,afgepoeierde
afpoeieren,afpoeierend
afpoeieren,afpoeiert
koppelbaas,koppelbazen
verbandtrommel,verbandtrommels
waarderingscijfer,waarderingscijfers
rondedans,rondedansje
rondedans,rondedansen
pereboom,perebomen
onbevlekt,onbevlekter
rampspoed,rampspoeden
rayonchef,rayonchefs
switchen,switchend
switchen,switcht
switchen,switchten
switchen,geswitcht
switchen,switch
switchen,switchte
sabbelen,gesabbeld
sabbelen,sabbelde
sabbelen,sabbelden
sabbelen,sabbelt
sabbelen,sabbel
sabbelen,sabbelend
leeftijdscategorie,leeftijdscategorieën
leeftijdscategorie,leeftijdscategorieËn
interim-regering,interim-regeringen
stikken,stik
stikken,stikte
stikken,stikkend
stikken,stikten
stikken,stikt
vredesmissie,vredesmissies
jogger,joggers
verkiezingsuitslag,verkiezingsuitslagen
onderjurk,onderjurkjes
onderjurk,onderjurken
onderjurk,onderjurkje
Somalische,somalische
taalgebied,taalgebieden
katheter,katheters
joggen,jogde
joggen,jogt
joggen,gejogd
joggen,jogden
joggen,joggend
joggen,jog
venusheuvel,venusheuvels
idealist,idealisten
schaars,schaarst
schaars,schaarser
pijpensteel,pijpenstelen
valling,vallingen
prijzenswaardig,prijzenswaardigere
prijzenswaardig,prijzenswaardiger
fantast|fantaste,fantasten
doorzakken,doorzak
doorzakken,doorzakkend
doorzakken,doorzakten
doorzakken,doorzakt
doorzakken,doorgezakt
doorzakken,doorzakte
Portoricaanse,portoricaanse
zwarte,zwarten
ambtsperiode,ambtsperioden
ambtsperiode,ambtsperiodes
veeboer,veeboeren
schoolbus,schoolbusjes
schoolbus,schoolbussen
insigne,insignes
blozen,bloos
blozen,bloosden
blozen,bloost
blozen,gebloosd
blozen,bloosde
blozen,blozend
vastmaken,vastmakend
vastmaken,vastmaakte
vastmaken,vastmaak
vastmaken,vastmaakten
vastmaken,vastmakende
vastmaken,vastgemaakt
vastmaken,vastmaakt
uithangen,uithing
uithangen,uithingen
uithangen,uithangt
uithangen,uithangend
uithangen,uithang
uithangen,uitgehangen
steniging,stenigingen
rondfietsen,rondfietsend
rondfietsen,rondfietsten
rondfietsen,rondfietst
rondfietsen,rondfiets
rondfietsen,rondfietste
rondfietsen,rondgefietst
wooneenheid,wooneenheden
laaghartig,laaghartiger
wegspoelen,wegspoelden
wegspoelen,wegspoel
wegspoelen,wegspoelende
wegspoelen,weggespoeld
wegspoelen,wegspoelde
wegspoelen,wegspoelend
wegspoelen,wegspoelt
eind|einde,einden
ontslagbrief,ontslagbrieven
morseteken,morsetekens
geuren,gegeurd
geuren,geurt
geuren,geurend
geuren,geurde
geuren,geurden
vogelkop,vogelkoppen
basculebrug,basculebruggen
vleesfabriek,vleesfabrieken
boycotactie,boycotacties
stembureau,stembureaus
aandrijfsysteem,aandrijfsystemen
kroegbaas,kroegbazen
graficus,grafici
oplepelen,oplepel
oplepelen,opgelepeld
oplepelen,oplepelend
oplepelen,oplepelt
oplepelen,oplepelde
oplepelen,oplepelende
oplepelen,oplepelden
Katar,katar
idioom,idiomen
genet,genetten
gladscheren,gladschoren
gladscheren,gladscheer
gladscheren,gladscheert
gladscheren,gladschoor
idioot,idioten
idioot,idiotere
idioot,idioter
idioot,idiootst
Koeweiter,koeweiter
Koeweiter,koeweiters
denkpatroon,denkpatronen
goudstaaf,goudstaven
voetganger,voetgangers
staatsbelang,staatsbelangen
verbergen,verborg
verbergen,verbergend
verbergen,verbergt
verbergen,verberg
zalmforel,zalmforellen
acculader,acculaders
geneesmiddel,geneesmiddelen
operavoorstelling,operavoorstellingen
geleide,geleides
gasboring,gasboringen
Mariaanse,mariaanse
buitenlaten,buitengelaten
buitenlaten,buitenliet
buitenlaten,buitenlaat
buitenlaten,buitenlatend
snibbig,snibbiger
snibbig,snibbigste
zeemogendheid,zeemogendheden
ontmaskeren,ontmaskerden
ontmaskeren,ontmaskert
ontmaskeren,ontmasker
ontmaskeren,ontmaskerend
ontmaskeren,ontmaskerd
doorvragen,doorvragend
doorvragen,doorvraagde
doorvragen,doorvroeg
doorvragen,doorgevraagde
doorvragen,doorgevraagd
doorvragen,doorvraagt
doorvragen,doorvraag
doorvragen,doorvroegen
bruneren,bruneer
bruneren,gebruneerd
Jemenitisch,jemenitisch
boerenlul,boerenlullen
steunzool,steunzolen
maansverduistering,maansverduisteringen
zendmachtiging,zendmachtigingen
gemeentekas,gemeentekassen
zakkenwasser,zakkenwassers
bergbeklimmer,bergbeklimmers
club,clubs
voorvechter,voorvechters
weerstand,weerstanden
slaappil,slaappillen
sponde,sponden
slinks,slinkste
slinks,slinkser
geluidsfilm,geluidsfilms
slogan,slogans
Moskous,moskous
distilleren,distillerend
distilleren,distilleer
distilleren,distilleert
distilleren,distilleerde
distilleren,distilleerden
pantomimespeler,pantomimespelers
bowlen,bowlend
bowlen,bowlt
bowlen,gebowld
bowlen,bowlde
bowlen,bowlden
moslim,moslims
Vietnamese,vietnamesen
Vietnamese,vietnamese
wegvaren,wegvarend
wegvaren,wegvarende
wegvaren,weggevaren
wegvaren,wegvaart
wegvaren,wegvaar
Indonesische,indonesischen
koets,koetsjes
koets,koetsje
koets,koetsen
Bredaër,bredaërs
meppen,gemept
meppen,mepte
meppen,meppend
meppen,mept
meppen,mepten
werkzaamheden|werkzaamheid,werkzaamheden
boeken,boekt
boeken,boekend
boeken,geboekt
boeken,boekte
boeken,boekten
vermakelijk,vermakelijker
vermakelijk,vermakelijkst
vermakelijk,vermakelijkere
boeket,boeketten
skischoen,skischoenen
loopkat,loopkatten
vuistslag,vuistslagen
ongezellig,ongezelligere
ongezellig,ongezelliger
ongezellig,ongezelligst
Rupel,rupel
logboek,logboeken
lek|lekker,lekker
gemiddelde,gemiddeldes
gemiddelde,gemiddelden
blijken,blijkt
blijken,blijkend
blijken,gebleken
migratiestroom,migratiestromen
themanummer,themanummers
gezaghebber,gezaghebbers
scheepvaartmaatschappij,scheepvaartmaatschappijen
staatsinrichting,staatsinrichtingen
olifantengeheugen,olifantengeheugens
interesseren,interesseerde
interesseren,interesseert
interesseren,interesseerden
interesseren,interesserend
interesseren,interesseer
badjuffrouw,badjuffrouwen
afstandsbediening,afstandsbedieningen
sublimeren,sublimeerden
sublimeren,sublimerend
sublimeren,sublimeerde
sublimeren,gesublimeerd
sublimeren,sublimeer
sublimeren,sublimeert
luchtbuks,luchtbuksen
priklimonade,priklimonades
correspondentieadres,correspondentieadressen
liflafje,liflafjes
primula,primulaatjes
primula,primulaatje
ineengrijpen,ineengrepen
ineengrijpen,ineengegrepen
ineengrijpen,ineengrijpt
constructietekening,constructietekeningen
verkolen,verkoolden
verkolen,verkoolt
verkolen,verkolende
verkolen,verkolend
verkolen,verkoold
verkolen,verkool
tranche,tranches
twintiger,twintigers
appelboom,appelbomen
snoeimes,snoeimessen
pakje,pakjes
studentenstop,studentenstops
vervoersbedrijf,vervoersbedrijven
Aquitaanse,aquitaanse
spijskaart,spijskaarten
kandidatuur,kandidaturen
paardenvijg,paardenvijgen
zuigeling,zuigelingen
wegzakken,weggezakt
wegzakken,wegzakte
wegzakken,wegzak
wegzakken,wegzakten
wegzakken,wegzakkend
wegzakken,wegzakt
profrenner,profrenners
ametist,ametisten
Nauruaan,nauruanen
keffen,kef
keffen,keft
keffen,keffend
keffen,keften
keffen,gekeft
keffen,kefte
brigadier,brigadiers
gastarbeider,gastarbeiders
stamcafé,stamcafés
stamcafé,stamcafÉ
tafelkleed,tafelkleden
montessorischool,montessorischolen
maraboet,maraboets
overbrengen,overgebracht
overbrengen,overbrengend
overbrengen,overbracht
overbrengen,overbrachten
overbrengen,overbrengt
overbrengen,overbreng
verdonkeren,verdonker
verdonkeren,verdonkerd
verdonkeren,verdonkerden
verdonkeren,verdonkerend
verdonkeren,verdonkert
hoofdstel,hoofdstellen
jodelen,jodelde
jodelen,jodel
jodelen,jodelend
jodelen,jodelt
jodelen,jodelden
jodelen,gejodeld
kentering,kenteringen
synagoge|synagoog,synagogen
overgooier,overgooiers
